Vote ID,File,Order of vote,Date,O'clock,Title,Title_Ro,Title_Fr,Title_German,Title_Polski,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,interinstitutional file number,Link,Committee responsabile,De/Policy area,Subject,Subject_ro,Subject_fr,Subject_ger,Subject_pl,Final vote?,Am No.,Author,RCV,Vote,Yeas,No,Abs,is_main
2004,50.0,3.0,28.10.2015,,European Structural and Investment Funds and sound economic governance,,,,,,Non,Motion for resolution,s,Blanco López,A8-0268/2015,2015/2052/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0268&language=EN,Committee on Regional Development,Regional development,Paragraph 2,,,,,0.0,,original text,RCV,+,475,165,8,0.0
2005,50.0,4.0,28.10.2015,,European Structural and Investment Funds and sound economic governance,,,,,,Non,Motion for resolution,s,Blanco López,A8-0268/2015,2015/2052/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0268&language=EN,Committee on Regional Development,Regional development,Paragraph 4,,,,,0.0,,original text,RCV,+,632,26,7,0.0
2006,50.0,5.0,28.10.2015,,European Structural and Investment Funds and sound economic governance,,,,,,Non,Motion for resolution,s,Blanco López,A8-0268/2015,2015/2052/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0268&language=EN,Committee on Regional Development,Regional development,Paragraph 4,,,,,0.0,,original text,RCV,+,473,164,9,0.0
2007,50.0,6.0,28.10.2015,,European Structural and Investment Funds and sound economic governance,,,,,,Non,Motion for resolution,s,Blanco López,A8-0268/2015,2015/2052/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0268&language=EN,Committee on Regional Development,Regional development,After paragraph 8,,,,,0.0,1,76+MEPs,RCV,-,176,405,77,0.0
2008,50.0,7.0,28.10.2015,,European Structural and Investment Funds and sound economic governance,,,,,,Non,Motion for resolution,s,Blanco López,A8-0268/2015,2015/2052/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0268&language=EN,Committee on Regional Development,Regional development,Paragraph 10,,,,,0.0,,original text,RCV,+,583,55,21,0.0
2009,50.0,8.0,28.10.2015,,European Structural and Investment Funds and sound economic governance,,,,,,Non,Motion for resolution,s,Blanco López,A8-0268/2015,2015/2052/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0268&language=EN,Committee on Regional Development,Regional development,Paragraph 10,,,,,0.0,,original text,RCV,+,486,107,58,0.0
2010,50.0,9.0,28.10.2015,,European Structural and Investment Funds and sound economic governance,,,,,,Non,Motion for resolution,s,Blanco López,A8-0268/2015,2015/2052/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0268&language=EN,Committee on Regional Development,Regional development,Paragraph 21,,,,,0.0,,original text,RCV,+,452,157,27,0.0
2011,50.0,10.0,28.10.2015,,European Structural and Investment Funds and sound economic governance,,,,,,Non,Motion for resolution,s,Blanco López,A8-0268/2015,2015/2052/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0268&language=EN,Committee on Regional Development,Regional development,vote: REGI committee resolution,,,,,1.0,,0,RCV,+,482,100,51,1.0
2012,51.0,1.0,29.10.2015,,EU Agency for Law Enforcement Training (CEPOL),,,,,***I,Leg,Draft legislative resolution,s,Gál,A8-0048/2015,2014/0217/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0048&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,,,,,1.0,,0,RCV,+,506,90,42,1.0
2013,51.0,1.0,29.10.2015,,Transparency of securities financing transactions,,,,,***I,Leg,Draft legislative resolution,s,Soru,A8-0120/2015,2014/0017/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0120&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,,,,,1.0,,0,RCV,+,546,89,7,1.0
2014,51.0,1.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",After paragraph 1,,,,,0.0,10,"Greens/EFA, GUE/NGL",RCV,+,285,281,72,0.0
2015,51.0,2.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 2,,,,,0.0,,original text,RCV,+,347,281,16,0.0
2016,51.0,3.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 3,,,,,0.0,,original text,RCV,+,357,273,12,0.0
2017,51.0,4.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 3,,,,,0.0,,original text,RCV,+,318,296,22,0.0
2018,51.0,5.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 3,,,,,0.0,,original text,RCV,+,514,106,13,0.0
2019,51.0,6.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 3,,,,,0.0,,original text,RCV,-,305,309,26,0.0
2020,51.0,7.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",After paragraph 3,,,,,0.0,1,ALDE,RCV,-,186,428,28,0.0
2021,51.0,8.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",After paragraph 3,,,,,0.0,2,ALDE,RCV,-,189,427,26,0.0
2022,51.0,9.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",After paragraph 3,,,,,0.0,3,ALDE,RCV,-,190,423,25,0.0
2023,51.0,10.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 6,,,,,0.0,,original text,RCV,+,530,101,9,0.0
2024,51.0,11.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 6,,,,,0.0,,original text,RCV,+,345,283,13,0.0
2025,51.0,12.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 6,,,,,0.0,,original text,RCV,+,337,288,13,0.0
2026,51.0,13.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",After paragraph 8,,,,,0.0,11,Greens/EFA,RCV,-,169,448,25,0.0
2027,51.0,14.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",After paragraph 16,,,,,0.0,6,ALDE,RCV,+,394,242,7,0.0
2028,51.0,15.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",After paragraph 20,,,,,0.0,13,Greens/EFA,RCV,+,342,276,23,0.0
2029,51.0,16.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 21,,,,,0.0,,original text,RCV,+,321,299,21,0.0
2030,51.0,17.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 22,,,,,0.0,,original text,RCV,+,346,287,9,0.0
2031,51.0,18.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 31,,,,,0.0,,original text,RCV,+,360,260,25,0.0
2032,51.0,19.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 38,,,,,0.0,14,"Greens/EFA, GUE/NGL",RCV,-,203,403,34,0.0
2033,51.0,20.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 38,,,,,0.0,,original text,RCV,+,354,274,11,0.0
2034,51.0,21.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 39,,,,,0.0,,original text,RCV,+,341,276,16,0.0
2035,51.0,22.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",After paragraph 41,,,,,0.0,9,ALDE,RCV,+,375,242,27,0.0
2036,51.0,23.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 43,,,,,0.0,,original text,RCV,+,363,261,21,0.0
2037,51.0,24.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",Paragraph 47,,,,,0.0,,original text,RCV,+,386,249,8,0.0
2038,51.0,25.0,29.10.2015,,Follow-up to the European Parliament resolution of 12 March 2014 on the electronic mass surveillance of EU citizens,,,,,,Non,Motion for resolution,s,0,B8-1092/2015,2015/2635/RSP,http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2015-1092&language=EN,0,"Civil liberties, justice & home affairs",vote: resolution,,,,,1.0,,0,RCV,+,342,274,29,1.0
2039,51.0,1.0,29.10.2015,,European Semester for economic policy coordination: implementation of 2015 priorities,,,,,,Non,Motion for resolution,s,Rosati,A8-0307/2015,2015/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0307&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,After paragraph 1,,,,,0.0,28,Greens/EFA,RCV,-,282,332,28,0.0
2040,51.0,2.0,29.10.2015,,European Semester for economic policy coordination: implementation of 2015 priorities,,,,,,Non,Motion for resolution,s,Rosati,A8-0307/2015,2015/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0307&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,After paragraph 2,,,,,0.0,37,S&D,RCV,+,336,256,54,0.0
2041,51.0,3.0,29.10.2015,,European Semester for economic policy coordination: implementation of 2015 priorities,,,,,,Non,Motion for resolution,s,Rosati,A8-0307/2015,2015/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0307&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,After paragraph 2,,,,,0.0,37,S&D,RCV,+,470,110,60,0.0
2042,51.0,4.0,29.10.2015,,European Semester for economic policy coordination: implementation of 2015 priorities,,,,,,Non,Motion for resolution,s,Rosati,A8-0307/2015,2015/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0307&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,After paragraph 4,,,,,0.0,30,Greens/EFA,RCV,-,265,348,29,0.0
2043,51.0,5.0,29.10.2015,,European Semester for economic policy coordination: implementation of 2015 priorities,,,,,,Non,Motion for resolution,s,Rosati,A8-0307/2015,2015/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0307&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,After paragraph 4,,,,,0.0,31,Greens/EFA,RCV,-,229,388,26,0.0
2044,51.0,6.0,29.10.2015,,European Semester for economic policy coordination: implementation of 2015 priorities,,,,,,Non,Motion for resolution,s,Rosati,A8-0307/2015,2015/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0307&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,Paragraph 10,,,,,0.0,9,EFDD,RCV,-,289,323,34,0.0
2045,51.0,7.0,29.10.2015,,European Semester for economic policy coordination: implementation of 2015 priorities,,,,,,Non,Motion for resolution,s,Rosati,A8-0307/2015,2015/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0307&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,After paragraph 15,,,,,0.0,35,Greens/EFA,RCV,-,246,350,45,0.0
2046,51.0,8.0,29.10.2015,,European Semester for economic policy coordination: implementation of 2015 priorities,,,,,,Non,Motion for resolution,s,Rosati,A8-0307/2015,2015/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0307&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,After paragraph 15,,,,,0.0,36,Greens/EFA,RCV,-,265,326,48,0.0
2047,51.0,9.0,29.10.2015,,European Semester for economic policy coordination: implementation of 2015 priorities,,,,,,Non,Motion for resolution,s,Rosati,A8-0307/2015,2015/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0307&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,After paragraph 16,,,,,0.0,26,Greens/EFA,RCV,+,395,243,6,0.0
2048,51.0,10.0,29.10.2015,,European Semester for economic policy coordination: implementation of 2015 priorities,,,,,,Non,Motion for resolution,s,Rosati,A8-0307/2015,2015/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0307&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,After paragraph 17,,,,,0.0,10,EFDD,RCV,+,325,315,7,0.0
2049,51.0,11.0,29.10.2015,,European Semester for economic policy coordination: implementation of 2015 priorities,,,,,,Non,Motion for resolution,s,Rosati,A8-0307/2015,2015/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0307&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,After paragraph 20,,,,,0.0,11,EFDD,RCV,-,132,487,26,0.0
2050,51.0,12.0,29.10.2015,,European Semester for economic policy coordination: implementation of 2015 priorities,,,,,,Non,Motion for resolution,s,Rosati,A8-0307/2015,2015/2210/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0307&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,After paragraph 22,,,,,0.0,12,EFDD,RCV,-,162,461,22,0.0
