Vote ID,date,title,procedure,reading,type_of_vote,type_of_vote_en,rule,raporteur,url,committee_code,main_policy_name,subject,final_vote,author_name,am_no,result_code,yes,no,abstain,did_not_vote,absent,absent_motivated,is_main
377,2005-03-10 00:00:00,Planned egg cell trade,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,0,Gender equality,§ 4,0,PPE-DE,5,+,283,213.0,12.0,0,0,0,0.0
378,2005-03-10 00:00:00,Planned egg cell trade,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,0,Gender equality,§ 5,0,,§,+,491,33.0,13.0,0,0,0,0.0
379,2005-03-10 00:00:00,Planned egg cell trade,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,0,Gender equality,After § 9,0,Verts/ALE,6,+,304,209.0,25.0,0,0,0,0.0
380,2005-03-10 00:00:00,Planned egg cell trade,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,0,Gender equality,§ 11,0,,,+,461,61.0,14.0,0,0,0,0.0
381,2005-03-10 00:00:00,Planned egg cell trade,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,0,Gender equality,Recital B,0,PPE-DE,1,+,282,241.0,18.0,0,0,0,0.0
382,2005-03-10 00:00:00,Planned egg cell trade,RSP,Non,Joint motion for a resolution (as a whole),Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,0,Gender equality,vote: resolution (as a whole),1,,,+,307,199.0,25.0,0,0,0,1.0
383,2005-03-10 00:00:00,Situation in Lebanon,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,0,Foreign & security policy,§ 6,0,,§,+,509,3.0,22.0,0,0,0,0.0
384,2005-03-10 00:00:00,Situation in Lebanon,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,0,Foreign & security policy,§ 6,0,,§,-,111,393.0,18.0,0,0,0,0.0
385,2005-03-10 00:00:00,Situation in Lebanon,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,0,Foreign & security policy,§ 7,0,,§,+,479,36.0,21.0,0,0,0,0.0
386,2005-03-10 00:00:00,Situation in Lebanon,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,0,Foreign & security policy,§ 7,0,,§,-,199,296.0,28.0,0,0,0,0.0
387,2005-03-10 00:00:00,Situation in Lebanon,RSP,Non,Joint motion for a resolution (as a whole),Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,0,Foreign & security policy,vote: resolution (as a whole),1,,,+,473,8.0,33.0,0,0,0,1.0
388,2005-03-10 00:00:00,Guidelines for future European Union policy to support research,INI,Non,Motion for a resolution,Motion for a resolution,s,Pia Elda LOCATELLI,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,ITRE,"Industry, research & energy",§ 44,0,Verts/ALE,21,-,90,417.0,5.0,0,0,0,0.0
389,2005-03-10 00:00:00,Guidelines for future European Union policy to support research,INI,Non,Motion for a resolution,Motion for a resolution,s,Pia Elda LOCATELLI,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,ITRE,"Industry, research & energy",§ 44,0,PSE,14,+,456,40.0,3.0,0,0,0,0.0
390,2005-03-10 00:00:00,Guidelines for future European Union policy to support research,INI,Non,Motion for a resolution,Motion for a resolution,s,Pia Elda LOCATELLI,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,ITRE,"Industry, research & energy",§ 44,0,PSE,14,+,272,176.0,20.0,0,0,0,0.0
391,2005-03-10 00:00:00,Guidelines for future European Union policy to support research,INI,Non,Motion for a resolution,Motion for a resolution,s,Pia Elda LOCATELLI,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,ITRE,"Industry, research & energy",§ 44,0,PSE,14,+,471,26.0,8.0,0,0,0,0.0
392,2005-03-10 00:00:00,Financing Natura 2000,INI,Non,Motion for a resolution,Motion for a resolution,s,Margrete AUKEN,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,ENVI,Environment & public health,§ 5,0,,§,+,441,29.0,5.0,0,0,0,0.0
393,2005-03-10 00:00:00,Financing Natura 2000,INI,Non,Motion for a resolution,Motion for a resolution,s,Margrete AUKEN,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,ENVI,Environment & public health,§ 5,0,,§,-,223,255.0,14.0,0,0,0,0.0
394,2005-03-10 00:00:00,Financing Natura 2000,INI,Non,Motion for a resolution (as a whole),Motion for a resolution (as a whole),s,Margrete AUKEN,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,ENVI,Environment & public health,vote: resolution (as a whole),1,,,+,460,28.0,13.0,0,0,0,1.0
395,2005-03-10 00:00:00,Common organisation of the markets in sugar,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,AGRI,Agriculture,§ 9,0,ALDE,6,-,99,365.0,16.0,0,0,0,0.0
396,2005-03-10 00:00:00,Common organisation of the markets in sugar,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,AGRI,Agriculture,§ 13,0,ALDE,7,-,68,366.0,42.0,0,0,0,0.0
397,2005-03-10 00:00:00,Common organisation of the markets in sugar,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,AGRI,Agriculture,After § 14,0,"van den BERG
et al",24,-,132,320.0,17.0,0,0,0,0.0
398,2005-03-10 00:00:00,Common organisation of the markets in sugar,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,AGRI,Agriculture,§ 18,0,ALDE,8,-,131,327.0,12.0,0,0,0,0.0
399,2005-03-10 00:00:00,Common organisation of the markets in sugar,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,AGRI,Agriculture,§ 18,0,,§,+,323,128.0,12.0,0,0,0,0.0
400,2005-03-10 00:00:00,Common organisation of the markets in sugar,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,AGRI,Agriculture,Recital D,0,"van den BERG
et al",12D,-,53,377.0,16.0,0,0,0,0.0
401,2005-03-10 00:00:00,Common organisation of the markets in sugar,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,AGRI,Agriculture,Recital E,0,"van den BERG
et al",13D,-,82,348.0,19.0,0,0,0,0.0
402,2005-03-10 00:00:00,Common organisation of the markets in sugar,RSP,Non,Motion for a resolution (as a whole),Motion for a resolution (as a whole),0,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,AGRI,Agriculture,vote: resolution (as a whole),1,,,+,326,68.0,24.0,0,0,0,1.0
403,2005-03-10 00:00:00,Cambodia,RSP,Non,Joint motion for a resolution (as a whole),Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,0,Foreign & security policy,vote: resolution (as a whole),1,,,+,75,0.0,2.0,0,0,0,1.0
404,2005-03-10 00:00:00,Saudi Arabia,RSP,Non,Joint motion for a resolution (oral amendment),Joint motion for a resolution (oral amendment),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,0,Foreign & security policy,After § 2,0,"Verts/ALE, GUE/NGL",1,+,77,5.0,1.0,0,0,0,0.0
405,2005-03-10 00:00:00,Saudi Arabia,RSP,Non,Joint motion for a resolution (as a whole),Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050310&secondRef=TOC,0,Foreign & security policy,vote: resolution (as a whole),1,,,+,78,1.0,5.0,0,0,0,1.0
406,2005-04-13 00:00:00,Bulgaria’s application to become a member of the Union,INI,Non,Motion for a resolution,Motion for a resolution,s,Geoffrey VAN ORDEN,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,AFET,Foreign & security policy,§ 33,0,Verts/ALE et al,5,-,293,326.0,38.0,0,0,0,0.0
407,2005-04-13 00:00:00,Bulgaria’s application to become a member of the Union,INI,Non,Motion for a resolution,Motion for a resolution,s,Geoffrey VAN ORDEN,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,AFET,Foreign & security policy,After § 33,0,Verts/ALE,3,-,119,521.0,24.0,0,0,0,0.0
408,2005-04-13 00:00:00,Bulgaria’s application to become a member of the Union,INI,Non,Motion for a resolution (as a whole),Motion for a resolution (as a whole),s,Geoffrey VAN ORDEN,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,AFET,Foreign & security policy,vote: resolution (as a whole),1,,,+,534,85.0,38.0,0,0,0,1.0
409,2005-04-13 00:00:00,Recommendation: Van Orden A6-0082/2005 – adjournment,,Non,,,,,,AFET,Foreign & security policy,,0,,,-,144,497.0,18.0,0,0,0,0.0
410,2005-04-13 00:00:00,Bulgaria’s application for membership of the EU,AVC ***,Leg,Legislative resolution (as a whole),Legislative resolution (as a whole),q,Geoffrey VAN ORDEN,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,AFET,Foreign & security policy,vote: legislative resolution (as a whole),1,,,+,522,70.0,69.0,0,0,0,1.0
411,2005-04-13 00:00:00,Romania’s application to become a member of the European Union,AVC ***,Leg,Motion for a resolution (as a whole),Motion for a resolution (as a whole),s,Pierre MOSCOVICI,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,AFET,Foreign & security policy,vote: resolution (as a whole),1,,,+,564,59.0,41.0,0,0,0,1.0
412,2005-04-13 00:00:00,Recommendation: Moscovici A6-0083/2005 – adjournment,,Non,,,,,,AFET,Foreign & security policy,,0,,,-,153,490.0,20.0,0,0,0,0.0
413,2005-04-13 00:00:00,Romania’s application for membership of the EU,INI,Non,Legislative resolution (as a whole),Legislative resolution (as a whole),q,Pierre MOSCOVICI,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,AFET,Foreign & security policy,vote: legislative resolution (whole),1,,,+,497,93.0,71.0,0,0,0,1.0
414,2005-04-13 00:00:00,Social legislation relating to road transport activities,AVC ***,Leg,Proposal to reject the common position of the Council,Proposal to reject the common position of the Council,q,Helmut MARKOV,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,TRAN,Transport & tourism,Proposal to reject the common position,0,Bradbourn et al,38,-,66,542.0,11.0,0,0,0,0.0
415,2005-04-13 00:00:00,Social legislation relating to road transport activities,AVC ***,Leg,Common position of the Council,Common position of the Council,q,Helmut MARKOV,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,TRAN,Transport & tourism,"Article 9, after § 2",0,Verts/ALE,39,-,250,376.0,12.0,0,0,0,0.0
416,2005-04-13 00:00:00,Harmonisation and control equipment in the field of road transport,COD ***III,Leg,Proposal to reject the common position of the Council,Proposal to reject the common position of the Council,q,Helmut MARKOV,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,TRAN,Transport & tourism,Proposal for rejection of the common position,0,Bradbourn et al,55,-,132,518.0,7.0,0,0,0,0.0
417,2005-04-13 00:00:00,Harmonisation and control equipment in the field of road transport,COD ***III,Leg,Common position of the Council,Common position of the Council,q,Helmut MARKOV,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,TRAN,Transport & tourism,"Amendments by the committee responsible – 
separate votes
",0,Committee,7,+,559,80.0,14.0,0,0,0,0.0
418,2005-04-13 00:00:00,Harmonisation and control equipment in the field of road transport,COD ***III,Leg,Common position of the Council,Common position of the Council,q,Helmut MARKOV,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,TRAN,Transport & tourism,"Amendments by the committee responsible – 
separate votes
",0,Committee,7,-,271,361.0,12.0,0,0,0,0.0
419,2005-04-13 00:00:00,Harmonisation and control equipment in the field of road transport,COD ***III,Leg,Common position of the Council,Common position of the Council,q,Helmut MARKOV,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,TRAN,Transport & tourism,"Amendments by the committee responsible – 
separate votes
",0,Committee,11,-,351,267.0,35.0,0,0,0,0.0
420,2005-04-13 00:00:00,Harmonisation and control equipment in the field of road transport,COD ***III,Leg,Common position of the Council,Common position of the Council,q,Helmut MARKOV,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,TRAN,Transport & tourism,"Amendments by the committee responsible – 
separate votes
",0,Committee,18,+,453,172.0,20.0,0,0,0,0.0
421,2005-04-13 00:00:00,Harmonisation and control equipment in the field of road transport,COD ***III,Leg,Common position of the Council,Common position of the Council,q,Helmut MARKOV,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,TRAN,Transport & tourism,"Article 3, point D",0,Bradbourn et al,57,-,78,551.0,25.0,0,0,0,0.0
422,2005-04-13 00:00:00,Harmonisation and control equipment in the field of road transport,COD ***III,Leg,Common position of the Council,Common position of the Council,q,Helmut MARKOV,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,TRAN,Transport & tourism,"Article 3, after point I",0,"Bradbourn et al
ALDE",58= 70=,-,171,457.0,26.0,0,0,0,0.0
423,2005-04-13 00:00:00,Harmonisation and control equipment in the field of road transport,COD ***III,Leg,Common position of the Council,Common position of the Council,q,Helmut MARKOV,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,TRAN,Transport & tourism,"Article 6, § 2",0,Bradbourn et al,59,-,167,469.0,8.0,0,0,0,0.0
424,2005-04-13 00:00:00,Harmonisation and control equipment in the field of road transport,COD ***III,Leg,Common position of the Council,Common position of the Council,q,Helmut MARKOV,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,TRAN,Transport & tourism,"Article 6, § 2",0,ALDE,72,-,154,467.0,30.0,0,0,0,0.0
425,2005-04-13 00:00:00,Harmonisation and control equipment in the field of road transport,COD ***III,Leg,Common position of the Council,Common position of the Council,q,Helmut MARKOV,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,TRAN,Transport & tourism,"Article 8, § 5",0,Bradbourn et al,60,-,141,477.0,31.0,0,0,0,0.0
426,2005-04-13 00:00:00,Harmonisation and control equipment in the field of road transport,COD ***III,Leg,Common position of the Council,Common position of the Council,q,Helmut MARKOV,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,TRAN,Transport & tourism,"Article 8, § 6",0,Bradbourn,61,-,138,482.0,33.0,0,0,0,0.0
427,2005-04-13 00:00:00,Harmonisation and control equipment in the field of road transport,COD ***III,Leg,Common position of the Council,Common position of the Council,q,Helmut MARKOV,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,TRAN,Transport & tourism,"Article 8, § 8",0,Bradbourn et al,62,-,80,535.0,32.0,0,0,0,0.0
428,2005-04-13 00:00:00,Harmonisation and control equipment in the field of road transport,COD ***III,Leg,Common position of the Council,Common position of the Council,q,Helmut MARKOV,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,TRAN,Transport & tourism,"Article 13, § 1, after point O",0,Bradbourn et al,64,-,123,492.0,39.0,0,0,0,0.0
429,2005-04-13 00:00:00,Harmonisation and control equipment in the field of road transport,COD ***III,Leg,Common position of the Council,Common position of the Council,q,Helmut MARKOV,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,TRAN,Transport & tourism,Article 26,0,Bradbourn et al,65,-,106,511.0,33.0,0,0,0,0.0
430,2005-04-13 00:00:00,Commission’s annual policy strategy for 2006 ,BUD,Bud,Motion for a resolution,Motion for a resolution,s,Giovanni PITTELLA,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,BUDG,Budget,§ 26,0,PPE-DE,2,+,376,193.0,14.0,0,0,0,0.0
431,2005-04-13 00:00:00,"Meeting of the European Council (Brussels, 22 and 23 March 2005)",RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,B6-0223/2005,0,GUE/NGL,,-,37,498.0,48.0,0,0,0,0.0
432,2005-04-13 00:00:00,"Meeting of the European Council (Brussels, 22 and 23 March 2005)",RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,§ 1,0,Verts/ALE,1,-,52,505.0,34.0,0,0,0,0.0
433,2005-04-13 00:00:00,"Meeting of the European Council (Brussels, 22 and 23 March 2005)",RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,After § 2,0,GUE/NGL,8,-,77,504.0,8.0,0,0,0,0.0
434,2005-04-13 00:00:00,"Meeting of the European Council (Brussels, 22 and 23 March 2005)",RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,§ 14,0,GUE/NGL,9,-,83,465.0,36.0,0,0,0,0.0
435,2005-04-13 00:00:00,"Meeting of the European Council (Brussels, 22 and 23 March 2005)",RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,§ 14,0,Verts/ALE,3,-,115,460.0,9.0,0,0,0,0.0
436,2005-04-13 00:00:00,"Meeting of the European Council (Brussels, 22 and 23 March 2005)",RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,§ 14,0,,§,+,423,148.0,15.0,0,0,0,0.0
437,2005-04-13 00:00:00,"Meeting of the European Council (Brussels, 22 and 23 March 2005)",RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,After § 14,0,Verts/ALE,4,-,126,428.0,24.0,0,0,0,0.0
438,2005-04-13 00:00:00,"Meeting of the European Council (Brussels, 22 and 23 March 2005)",RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,After § 16,0,GUE/NGL,10,-,111,443.0,14.0,0,0,0,0.0
439,2005-04-13 00:00:00,"Meeting of the European Council (Brussels, 22 and 23 March 2005)",RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,§ 17,0,,§,+,448,90.0,35.0,0,0,0,0.0
440,2005-04-13 00:00:00,"Meeting of the European Council (Brussels, 22 and 23 March 2005)",RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,After § 24,0,Verts/ALE,6,-,58,492.0,24.0,0,0,0,0.0
441,2005-04-13 00:00:00,"Meeting of the European Council (Brussels, 22 and 23 March 2005)",RSP,Non,Joint motion for a resolution (as a whole),Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20050413&secondRef=TOC&language=EN,0,Constitutional and inter-institutional affairs,vote: resolution (as a whole),1,,,+,363,92.0,39.0,0,0,0,1.0
442,2005-04-14 00:00:00,Southern hake and Norway lobster stocks,CNS *,Leg,Proposal for a Council regulation,Proposal for a Council regulation,s,Rosa MIGUÉLEZ RAMOS,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,PECHE,Fisheries,After Article 22,0,GUE/NGL,30,-,103,453.0,5.0,0,0,0,0.0
443,2005-04-14 00:00:00,Southern hake and Norway lobster stocks,CNS *,Leg,Proposal for a Council regulation,Proposal for a Council regulation,s,Rosa MIGUÉLEZ RAMOS,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,PECHE,Fisheries,After recital 4,0,GUE/NGL,28,-,118,437.0,6.0,0,0,0,0.0
444,2005-04-14 00:00:00,Southern hake and Norway lobster stocks,CNS *,Leg,Proposal for a Council regulation,Proposal for a Council regulation,s,Rosa MIGUÉLEZ RAMOS,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,PECHE,Fisheries,After recital 4,0,GUE/NGL,29,-,139,402.0,24.0,0,0,0,0.0
445,2005-04-14 00:00:00,Southern hake and Norway lobster stocks,CNS *,Leg,Legislative resolution,Legislative resolution,s,Rosa MIGUÉLEZ RAMOS,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,PECHE,Fisheries,vote: legislative resolution,1,,,+,478,48.0,35.0,0,0,0,1.0
446,2005-04-14 00:00:00,Regional integration in the western Balkans,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,AFET,Foreign & security policy,§ 12,0,"PPE-DE, PSE",45,+,411,102.0,45.0,0,0,0,0.0
447,2005-04-14 00:00:00,Regional integration in the western Balkans,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,AFET,Foreign & security policy,After § 14,0,"PPE-DE, PSE",46,+,525,6.0,33.0,0,0,0,0.0
448,2005-04-14 00:00:00,Regional integration in the western Balkans,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,AFET,Foreign & security policy,After § 33,0,ALDE,25,-,139,398.0,26.0,0,0,0,0.0
449,2005-04-14 00:00:00,Regional integration in the western Balkans,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,AFET,Foreign & security policy,After § 44,0,PPE-DE,22,+,526,18.0,22.0,0,0,0,0.0
450,2005-04-14 00:00:00,Common Foreign and Security Policy (2003),INI,Non,Motion for a resolution,Motion for a resolution,s,Elmar BROK,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,AFET,Foreign & security policy,§ 14,0,,§,+,444,87.0,19.0,0,0,0,0.0
451,2005-04-14 00:00:00,Common Foreign and Security Policy (2003),INI,Non,Motion for a resolution,Motion for a resolution,s,Elmar BROK,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,AFET,Foreign & security policy,§ 45,0,,§,+,428,96.0,16.0,0,0,0,0.0
452,2005-04-14 00:00:00,Common Foreign and Security Policy (2003),INI,Non,Motion for a resolution,Motion for a resolution,s,Elmar BROK,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,AFET,Foreign & security policy,§ 46,0,,§,+,418,93.0,28.0,0,0,0,0.0
453,2005-04-14 00:00:00,Common Foreign and Security Policy (2003),INI,Non,Motion for a resolution (as a whole),Motion for a resolution (as a whole),s,Elmar BROK,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,AFET,Foreign & security policy,vote: resolution (as a whole,1,,,+,431,85.0,31.0,0,0,0,1.0
454,2005-04-14 00:00:00,European Security Strategy,INI,Non,Motion for a resolution (as a whole),Motion for a resolution (as a whole),s,Helmut KUHNE,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,AFET,Foreign & security policy,vote: resolution (as a whole,1,,,+,421,90.0,15.0,0,0,0,1.0
455,2005-04-14 00:00:00,Bangladesh,RSP,Non,Joint motion for a resolution (as a whole),Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,0,Foreign & security policy,vote: resolution (as a whole,1,,,+,93,2.0,3.0,0,0,0,1.0
456,2005-04-14 00:00:00,Lampedusa,RSP,Non,Joint motion for a resolution (as a whole),Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,0,Foreign & security policy,vote: resolution (as a whole,1,PPE-DE,,+,51,50.0,0.0,0,0,0,1.0
457,2005-04-14 00:00:00,Drought in Portugal,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,0,Agriculture,after § 1,0,GUE/NGL,1,-,45,50.0,1.0,0,0,0,0.0
458,2005-04-14 00:00:00,Drought in Portugal,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20050414&secondRef=TOC,0,Agriculture,§ 4,0,GUE/NGL,2,+,69,25.0,1.0,0,0,0,0.0
