Vote ID,date,title,procedure,reading,type_of_vote,type_of_vote_en,rule,raporteur,url,committee_code,main_policy_name,subject,final_vote,author_name,am_no,result_code,yes,no,abstain,did_not_vote,absent,absent_motivated,is_main
1,2004-09-15 00:00:00,EU-Mauritius fishing agreement,CNS *,Leg,Amended proposal for a Council regulation,Amended proposal for a Council regulation,s,Morillon Philippe,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20040915&secondRef=TOC,PECH,Fisheries,vote: amended proposal,0,0,,+,405,63.0,73.0,0,0,0,0.0
2,2004-09-15 00:00:00,EU-Mauritius fishing agreement,CNS *,Leg,Legislative resolution for a Council regulation,Legislative resolution for a Council regulation,s,Morillon Philippe,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20040915&secondRef=TOC,PECH,Fisheries,vote: legislative resolution,1,0,,+,415,56.0,67.0,0,0,0,1.0
3,2004-09-15 00:00:00,EU-Madagascar Fishing agreement,CNS *,Leg,Amended proposal for a Council regulation,Amended proposal for a Council regulation,s,Morillon Philippe,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20040915&secondRef=TOC,PECH,Fisheries,vote: amended proposal,0,0,,+,504,79.0,84.0,0,0,0,0.0
4,2004-09-15 00:00:00,EU-Madagascar Fishing agreement,CNS *,Leg,Legislative resolution for a Council regulation,Legislative resolution for a Council regulation,s,Morillon Philippe,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20040915&secondRef=TOC,PECH,Fisheries,vote: legislative  resolution,0,0,,+,507,68.0,86.0,0,0,0,0.0
5,2004-09-15 00:00:00,EU-Cape Verde Fishing agreement,CNS *,Leg,Amended proposal for a Council regulation,Amended proposal for a Council regulation,s,Morillon Philippe,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20040915&secondRef=TOC,PECH,Fisheries,vote: amended proposal,0,0,,+,495,74.0,104.0,0,0,0,0.0
6,2004-09-15 00:00:00,EU-Cape Verde Fishing agreement,CNS *,Leg,Legislative resolution for a Council regulation,Legislative resolution for a Council regulation,s,Morillon Philippe,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20040915&secondRef=TOC,PECH,Fisheries,vote: legislative resolution,1,0,,+,490,71.0,109.0,0,0,0,1.0
7,2004-09-16 00:00:00,International Civil Aviation Organization (ICAO),RSP,Non,Joint motion for a resolution (as a whole),Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20040916&secondRef=TOC&language=EN,0,Transport & tourism,vote: resolution (as a whole),1,0,,+,316,20.0,206.0,0,0,0,1.0
8,2004-09-16 00:00:00,Situation in Belarus,RSP,Non,Joint motion for a resolution (as a whole),Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20040916&secondRef=TOC&language=EN,0,Foreign & security policy,vote: resolution (as a whole),1,0,,+,499,20.0,26.0,0,0,0,1.0
9,2004-09-16 00:00:00,Sudan,RSP,Non,Motion for a resolution (as a whole),Motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20040916&secondRef=TOC&language=EN,DEVE,Development,vote: resolution (as a whole),1,0,,+,566,6.0,16.0,0,0,0,1.0
10,2004-09-16 00:00:00,Situation in Iraq,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20040916&secondRef=TOC&language=EN,0,Foreign & security policy,before § 1,0,GUE/NGL,3,-,114,315.0,155.0,0,0,0,0.0
11,2004-09-16 00:00:00,Situation in Iraq,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20040916&secondRef=TOC&language=EN,0,Foreign & security policy,before § 2,0,GUE/NGL,4,-,54,372.0,174.0,0,0,0,0.0
12,2004-09-16 00:00:00,Situation in Iraq,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20040916&secondRef=TOC&language=EN,0,Foreign & security policy,before § 3,0,Verts/ALE,2,-,89,328.0,174.0,0,0,0,0.0
13,2004-09-16 00:00:00,Situation in Iraq,RSP,Non,Joint motion for a resolution (oral amendment),Joint motion for a resolution (oral amendment),s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20040916&secondRef=TOC&language=EN,0,Foreign & security policy,§ 2,0,0,,+,567,7.0,21.0,0,0,0,0.0
14,2004-09-16 00:00:00,Situation in Iraq,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20040916&secondRef=TOC&language=EN,0,Foreign & security policy,after rec A,0,Verts/ALE,1,-,138,280.0,176.0,0,0,0,0.0
15,2004-09-16 00:00:00,Situation in Iraq,RSP,Non,Joint motion for a resolution (as a whole),Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20040916&secondRef=TOC&language=EN,0,Foreign & security policy,vote: resolution (as a whole),1,0,,+,533,43.0,26.0,0,0,0,1.0
16,2004-09-16 00:00:00,CITES Convention,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20040916&secondRef=TOC&language=EN,0,Foreign & security policy,§ 3,0,0,,+,504,29.0,45.0,0,0,0,0.0
17,2004-09-16 00:00:00,CITES Convention,RSP,Non,Motion for a resolution (as a whole),Motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20040916&secondRef=TOC&language=EN,0,Foreign & security policy,vote: resolution (as a whole),1,0,,+,542,15.0,15.0,0,0,0,1.0
18,2004-09-16 00:00:00,Maldives,RSP,Non,Joint motion for a resolution (as a whole),Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20040916&secondRef=TOC&language=EN,0,Foreign & security policy,vote: resolution (as a whole),1,0,,+,153,0.0,7.0,0,0,0,1.0
19,2004-10-14 00:00:00,Information and promotion measures for agricultural products,CNS *,Leg,Proposal for a Council regulation,Proposal for a Council regulation,s,Joseph Daul,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041014&secondRef=TOC&language=EN,AGRI,Agriculture,single vote,1,0,,+,568,17.0,10.0,0,0,0,1.0
20,2004-10-14 00:00:00,Ratification procedures of the Treaty establishing a Constitution for Europe and the communication strategy ,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041014&secondRef=TOC&language=EN,AFCO,Constitutional and inter-institutional affairs,§ 2,0,0,§,+,447,107.0,54.0,0,0,0,0.0
21,2004-10-14 00:00:00,Ratification procedures of the Treaty establishing a Constitution for Europe and the communication strategy ,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041014&secondRef=TOC&language=EN,AFCO,Constitutional and inter-institutional affairs,§ 5,0,IND/DEM,11,-,133,435.0,47.0,0,0,0,0.0
22,2004-10-14 00:00:00,Ratification procedures of the Treaty establishing a Constitution for Europe and the communication strategy ,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041014&secondRef=TOC&language=EN,AFCO,Constitutional and inter-institutional affairs,§ 6,0,0,§,+,479,110.0,35.0,0,0,0,0.0
23,2004-10-14 00:00:00,Ratification procedures of the Treaty establishing a Constitution for Europe and the communication strategy ,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041014&secondRef=TOC&language=EN,AFCO,Constitutional and inter-institutional affairs,§ 6,0,0,§,+,319,271.0,31.0,0,0,0,0.0
24,2004-10-14 00:00:00,Ratification procedures of the Treaty establishing a Constitution for Europe and the communication strategy ,RSP,Non,Motion for a resolution,Motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041014&secondRef=TOC&language=EN,AFCO,Constitutional and inter-institutional affairs,After § 6,0,IND/DEM,13,-,133,453.0,30.0,0,0,0,0.0
25,2004-10-14 00:00:00,Ratification procedures of the Treaty establishing a Constitution for Europe and the communication strategy ,RSP,Non,Motion for a resolution (as a whole),Motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041014&secondRef=TOC&language=EN,AFCO,Constitutional and inter-institutional affairs,vote: resolution (as a whole),1,0,,+,449,141.0,36.0,0,0,0,1.0
26,2004-10-14 00:00:00,"Future of the Area of Freedom, Security and Justice",INI,Non,Proposal for a recommendation,Proposal for a recommendation,s,Jean-Louis Bourlanges,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041014&secondRef=TOC&language=EN,LIBE,"Civil liberties, justice & home affairs","§ 2 a), indent 3",0,GUE/NGL,4,-,265,324.0,16.0,0,0,0,0.0
27,2004-10-14 00:00:00,"Future of the Area of Freedom, Security and Justice",INI,Non,Proposal for a recommendation,Proposal for a recommendation,s,Jean-Louis Bourlanges,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041014&secondRef=TOC&language=EN,LIBE,"Civil liberties, justice & home affairs",§ 2 c),0,GUE/NGL,8,-,249,343.0,19.0,0,0,0,0.0
28,2004-10-14 00:00:00,"Future of the Area of Freedom, Security and Justice",INI,Non,Proposal for a recommendation,Proposal for a recommendation,s,Jean-Louis Bourlanges,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041014&secondRef=TOC&language=EN,LIBE,"Civil liberties, justice & home affairs",§ 2 after d),0,GUE/NGL,9,-,263,345.0,13.0,0,0,0,0.0
29,2004-10-14 00:00:00,Situation in Georgia,RSP,Non,Joint motion for a resolution,Joint motion for a resolution,s,0,http://www.europarl.europa.eu/sides/getDoc.do?type=PV&reference=20041014&secondRef=TOC&language=EN,0,Foreign & security policy,vote: resolution (as a whole),1,0,,+,538,31.0,22.0,0,0,0,1.0
30,2004-10-26 00:00:00,Control of certain diseases affecting bivalve molluscs,CNS *,Leg,Proposal for a directive of the European Parliament and of the Council,Proposal for a directive of the European Parliament and of the Council,s,Giuseppe Gargani,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+PV+20041026+ITEM-008-02+DOC+XML+V0//EN&language=EN,JURI,Juridical affairs,single vote,1,0,,+,625,12.0,7.0,0,0,0,1.0
31,2004-10-26 00:00:00,ECB 2003 annual report,INI,Non, Motion for a resolution, Motion for a resolution,s,Alain Lipietz,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+PV+20041026+ITEM-008-02+DOC+XML+V0//EN&language=EN,ECON,Economics,§ 6,0,Verts/ALE,3,-,267,367.0,26.0,0,0,0,0.0
32,2004-10-26 00:00:00,ECB 2003 annual report,INI,Non, Motion for a resolution, Motion for a resolution,s,Alain Lipietz,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+PV+20041026+ITEM-008-02+DOC+XML+V0//EN&language=EN,ECON,Economics,§ 6,0,0,§,+,412,226.0,23.0,0,0,0,0.0
33,2004-10-26 00:00:00,ECB 2003 annual report,INI,Non, Motion for a resolution, Motion for a resolution,s,Alain Lipietz,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+PV+20041026+ITEM-008-02+DOC+XML+V0//EN&language=EN,ECON,Economics,§ 6,0,0,§,+,371,278.0,18.0,0,0,0,0.0
34,2004-10-26 00:00:00,ECB 2003 annual report,INI,Non, Motion for a resolution, Motion for a resolution,s,Alain Lipietz,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+PV+20041026+ITEM-008-02+DOC+XML+V0//EN&language=EN,ECON,Economics,§ 9,0,Verts/ALE,4,-,231,397.0,38.0,0,0,0,0.0
35,2004-10-26 00:00:00,ECB 2003 annual report,INI,Non, Motion for a resolution, Motion for a resolution,s,Alain Lipietz,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+PV+20041026+ITEM-008-02+DOC+XML+V0//EN&language=EN,ECON,Economics,§ 11,0,Verts/ALE,6,+,318,280.0,66.0,0,0,0,0.0
36,2004-10-26 00:00:00,ECB 2003 annual report,INI,Non, Motion for a resolution, Motion for a resolution,s,Alain Lipietz,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+PV+20041026+ITEM-008-02+DOC+XML+V0//EN&language=EN,ECON,Economics,After § 21,0,Verts/ALE,9,-,228,397.0,45.0,0,0,0,0.0
37,2004-10-26 00:00:00,ECB 2003 annual report,INI,Non, Motion for a resolution, Motion for a resolution,s,Alain Lipietz,http://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//TEXT+PV+20041026+ITEM-008-02+DOC+XML+V0//EN&language=EN,ECON,Economics,vote: resolution (as a whole),1,0,,+,318,299.0,45.0,0,0,0,1.0
38,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,05 02 01 01,0,0,345,-,121,466.0,0.0,0,0,0,0.0
39,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,05 02 10 01,0,0,461,+,315,205.0,12.0,0,0,0,0.0
40,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,05 03 02 05,0,0,285,-,172,404.0,28.0,0,0,0,0.0
41,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,05 03 02 13,0,0,462,+,510,50.0,45.0,0,0,0,0.0
42,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,11 02 03,0,0,380,-,81,481.0,13.0,0,0,0,0.0
43,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,13 04,0,0,296,-,63,509.0,8.0,0,0,0,0.0
44,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,01 02 04,0,0,469,+,484,120.0,3.0,0,0,0,0.0
45,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,04 03 03 02,0,0,495,-,221,363.0,5.0,0,0,0,0.0
46,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,04 04 09,0,0,377,-,53,516.0,38.0,0,0,0,0.0
47,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,08 11 01 01,0,0,290,-,64,524.0,6.0,0,0,0,0.0
48,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,14 02 01,0,0,292,-,81,511.0,10.0,0,0,0,0.0
49,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,16 04 02,0,0,583,+,473,114.0,3.0,0,0,0,0.0
50,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,18 03 08,0,0,593,+,451,111.0,7.0,0,0,0,0.0
51,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,18 08 01,0,0,600,+,486,114.0,5.0,0,0,0,0.0
52,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,18 08 01,0,0,159,-,101,498.0,7.0,0,0,0,0.0
53,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,11 03 01,0,0,291,-,126,460.0,15.0,0,0,0,0.0
54,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,19 08 03,0,0,221,+,530,20.0,17.0,0,0,0,0.0
55,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,22 02 04 01,0,0,663,+,485,70.0,10.0,0,0,0,0.0
56,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,06 01 06,0,0,295,-,90,461.0,21.0,0,0,0,0.0
57,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,15 06 01 03,0,0,570,+,455,101.0,6.0,0,0,0,0.0
58,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,2723,0,0,727,+,438,125.0,2.0,0,0,0,0.0
59,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,2723,0,0,727,-,237,319.0,10.0,0,0,0,0.0
60,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,2727,0,0,439,+,462,101.0,14.0,0,0,0,0.0
61,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,11,0,0,449,+,493,67.0,8.0,0,0,0,0.0
62,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,1891,0,0,450,+,493,50.0,9.0,0,0,0,0.0
63,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,11,0,0,413,+,487,65.0,9.0,0,0,0,0.0
64,2004-10-28 00:00:00,General budget of the European Union - 2005 financial year,BUD,Bud,General budget of the European Union - 2005 financial year,General budget of the European Union - 2005 financial year,q,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Budget,1891,0,0,452,+,501,53.0,5.0,0,0,0,0.0
65,2004-10-28 00:00:00,2005 draft general budget: section III,BUD,Bud,2005 draft general budget: section III,2005 draft general budget: section III,s,Salvador Garriga Polledo,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,After § 1,0,GUE/NGL,3,-,91,375.0,5.0,0,0,0,0.0
66,2004-10-28 00:00:00,2006 draft general budget: section III,BUD,Bud,2005 draft general budget: section III,2005 draft general budget: section III,s,Salvador Garriga Polledo,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,After § 1,0,GUE/NGL,4,-,36,486.0,4.0,0,0,0,0.0
67,2004-10-28 00:00:00,2007 draft general budget: section III,BUD,Bud,2005 draft general budget: section III,2005 draft general budget: section III,s,Salvador Garriga Polledo,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,§ 15,0,0,,+,431,86.0,3.0,0,0,0,0.0
68,2004-10-28 00:00:00,2008 draft general budget: section III,BUD,Bud,2005 draft general budget: section III,2005 draft general budget: section III,s,Salvador Garriga Polledo,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,§ 18,0,0,,+,432,91.0,5.0,0,0,0,0.0
69,2004-10-28 00:00:00,2009 draft general budget: section III,BUD,Bud,2005 draft general budget: section III,2005 draft general budget: section III,s,Salvador Garriga Polledo,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,§ 26,0,UEN,5,-,256,274.0,11.0,0,0,0,0.0
70,2004-10-28 00:00:00,2010 draft general budget: section III,BUD,Bud,2005 draft general budget: section III,2005 draft general budget: section III,s,Salvador Garriga Polledo,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,§ 38,0,0,,+,435,92.0,5.0,0,0,0,0.0
71,2004-10-28 00:00:00,2011 draft general budget: section III,BUD,Bud,2005 draft general budget: section III,2005 draft general budget: section III,s,Salvador Garriga Polledo,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,After recital A,0,GUE/NGL,2,-,79,429.0,11.0,0,0,0,0.0
72,2004-10-28 00:00:00,2012 draft general budget: section III,BUD,Bud,"2005 draft general budget, resolution (as a whole)","2005 draft general budget, resolution (as a whole)",s,Salvador Garriga Polledo,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,vote: resolution (as a whole),1,,,+,439,94.0,7.0,0,0,0,1.0
73,2004-10-28 00:00:00,2005 draft general budget: other sections,BUD,Bud,2005 draft general budget: other sections,2005 draft general budget: other sections,s,Anne Elisabet Jensen,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,§ 12,0,0,,+,435,45.0,32.0,0,0,0,0.0
74,2004-10-28 00:00:00,2006 draft general budget: other sections,BUD,Bud,2005 draft general budget: other sections,2005 draft general budget: other sections,s,Anne Elisabet Jensen,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,§ 21,0,0,,+,424,90.0,8.0,0,0,0,0.0
75,2004-10-28 00:00:00,2007 draft general budget: other sections,BUD,Bud,2005 draft general budget: other sections,2005 draft general budget: other sections,s,Anne Elisabet Jensen,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,After § 22,0,Verts/ALE,1,-,132,366.0,23.0,0,0,0,0.0
76,2004-10-28 00:00:00,2008 draft general budget: other sections,BUD,Bud,2005 draft general budget: other sections,2005 draft general budget: other sections,s,Anne Elisabet Jensen,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,§ 40,0,0,,+,448,70.0,4.0,0,0,0,0.0
77,2004-10-28 00:00:00,2009 draft general budget: other sections,BUD,Bud,2005 draft general budget: other sections,2005 draft general budget: other sections,s,Anne Elisabet Jensen,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,§ 43,0,0,,+,444,65.0,4.0,0,0,0,0.0
78,2004-10-28 00:00:00,2010 draft general budget: other sections,BUD,Bud,2005 draft general budget: other sections,2005 draft general budget: other sections,s,Anne Elisabet Jensen,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,§ 49,0,0,,+,465,57.0,2.0,0,0,0,0.0
79,2004-10-28 00:00:00,2011 draft general budget: other sections,BUD,Bud,"2005 draft general budget: other sections, resolution (as a whole)","2005 draft general budget: other sections, resolution (as a whole)",s,Anne Elisabet Jensen,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,BUDG,Budget,vote: resolution (as a whole),1,0,,+,455,66.0,6.0,0,0,0,1.0
80,2004-10-28 00:00:00,Result of the referendum and elections in Belarus,RSP,Non,Joint motion for a resolution (as a whole),Joint motion for a resolution (as a whole),s,0,http://www.europarl.europa.eu/sides/getDoc.do?language=EN&type=PV&reference=20041028&secondRef=TOC,0,Foreign & security policy,vote: resolution (as a whole),1,0,,+,449,20.0,22.0,0,0,0,1.0
